Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen
Geschirrtuch-Papiertaschentuch,2,1,anders,416,standard,10,11
Geschirrtuch-Papiertaschentuch,1,1,anders,256,standard,9,11
Geschirrtuch-Papiertaschentuch,5,3,anders,532,standard,8,11
Geschirrtuch-Papiertaschentuch,2,1,anders,261,standard,7,11
Geschirrtuch-Papiertaschentuch,4,2,gleich,652,bonus,6,11
Geschirrtuch-Papiertaschentuch,4,2,gleich,825,standard,5,11
Geschirrtuch-Papiertaschentuch,2,1,anders,838,standard,4,11
Geschirrtuch-Papiertaschentuch,3,2,gleich,431,standard,3,11
Geschirrtuch-Papiertaschentuch,6,3,anders,153,standard,2,11
Geschirrtuch-Papiertaschentuch,3,2,anders,151,standard,1,11
Geschirrtuch-Papiertaschentuch,2,1,initial,202,standard,0,11
Hemd-Papiertaschentuch,2,1,anders,600,standard,2,3
Hemd-Papiertaschentuch,3,2,gleich,151,standard,1,3
Hemd-Papiertaschentuch,3,2,initial,143,standard,0,3
Kaffeemaschine-Papiertaschentuch,6,3,anders,662,standard,10,11
Kaffeemaschine-Papiertaschentuch,1,1,anders,256,standard,9,11
Kaffeemaschine-Papiertaschentuch,4,2,gleich,865,bonus,8,11
Kaffeemaschine-Papiertaschentuch,1,1,anders,803,standard,7,11
Kaffeemaschine-Papiertaschentuch,2,1,anders,532,standard,6,11
Kaffeemaschine-Papiertaschentuch,4,2,anders,261,bonus,5,11
Kaffeemaschine-Papiertaschentuch,6,3,gleich,825,standard,4,11
Kaffeemaschine-Papiertaschentuch,5,3,anders,933,standard,3,11
Kaffeemaschine-Papiertaschentuch,6,3,gleich,153,standard,2,11
Kaffeemaschine-Papiertaschentuch,6,3,gleich,151,bonus,1,11
Kaffeemaschine-Papiertaschentuch,6,3,initial,395,standard,0,11
Kerze-Papiertaschentuch,1,1,gleich,697,standard,4,5
Kerze-Papiertaschentuch,2,1,gleich,845,bonus,3,5
Kerze-Papiertaschentuch,1,1,anders,261,standard,2,5
Kerze-Papiertaschentuch,2,1,gleich,560,standard,1,5
Kerze-Papiertaschentuch,2,1,initial,712,standard,0,5
Klebeband-Papiertaschentuch,3,2,gleich,697,standard,3,4
Klebeband-Papiertaschentuch,4,2,gleich,865,bonus,2,4
Klebeband-Papiertaschentuch,5,3,anders,803,standard,1,4
Klebeband-Papiertaschentuch,2,1,initial,367,standard,0,4
Kochtopf-Papiertaschentuch,5,3,anders,932,standard,2,3
Kochtopf-Papiertaschentuch,3,2,anders,383,standard,1,3
Kochtopf-Papiertaschentuch,5,3,initial,202,standard,0,3
Papiertaschentuch-Korken,2,1,initial,600,standard,0,1
Papier-Papiertaschentuch,1,1,anders,865,standard,6,7
Papier-Papiertaschentuch,5,3,anders,825,standard,5,7
Papier-Papiertaschentuch,5,3,anders,102,standard,4,7
Papier-Papiertaschentuch,1,1,anders,431,standard,3,7
Papier-Papiertaschentuch,1,1,anders,728,standard,2,7
Papier-Papiertaschentuch,2,1,anders,938,standard,1,7
Papier-Papiertaschentuch,4,2,initial,208,standard,0,7
Plastikverpackung-Papiertaschentuch,5,3,anders,643,standard,12,13
Plastikverpackung-Papiertaschentuch,3,2,gleich,231,bonus,11,13
Plastikverpackung-Papiertaschentuch,1,1,anders,803,standard,10,13
Plastikverpackung-Papiertaschentuch,2,1,anders,367,standard,9,13
Plastikverpackung-Papiertaschentuch,2,1,anders,629,standard,8,13
Plastikverpackung-Papiertaschentuch,2,1,anders,353,standard,7,13
Plastikverpackung-Papiertaschentuch,6,3,anders,825,standard,6,13
Plastikverpackung-Papiertaschentuch,5,3,anders,933,standard,5,13
Plastikverpackung-Papiertaschentuch,6,3,anders,352,standard,4,13
Plastikverpackung-Papiertaschentuch,5,3,anders,728,standard,3,13
Plastikverpackung-Papiertaschentuch,2,1,gleich,151,standard,2,13
Plastikverpackung-Papiertaschentuch,4,2,anders,607,standard,1,13
Plastikverpackung-Papiertaschentuch,1,1,initial,154,standard,0,13
Papiertaschentuch-Schere,4,2,anders,1088,standard,1,2
Papiertaschentuch-Schere,3,2,initial,938,standard,0,2
Schwamm-Papiertaschentuch,5,3,anders,231,standard,2,3
Schwamm-Papiertaschentuch,2,1,anders,367,standard,1,3
Schwamm-Papiertaschentuch,3,2,initial,383,standard,0,3
Seife-Papiertaschentuch,5,3,anders,290,standard,2,3
Seife-Papiertaschentuch,2,1,anders,710,standard,1,3
Seife-Papiertaschentuch,6,3,initial,480,standard,0,3
Papiertaschentuch-Spuelmittel,6,3,anders,1008,standard,5,6
Papiertaschentuch-Spuelmittel,1,1,anders,256,standard,4,6
Papiertaschentuch-Spuelmittel,3,2,gleich,801,standard,3,6
Papiertaschentuch-Spuelmittel,2,1,anders,560,standard,2,6
Papiertaschentuch-Spuelmittel,4,2,anders,838,standard,1,6
Papiertaschentuch-Spuelmittel,2,1,initial,151,standard,0,6
Streichholz-Papiertaschentuch,3,2,gleich,643,standard,3,4
Streichholz-Papiertaschentuch,2,1,anders,803,standard,2,4
Streichholz-Papiertaschentuch,6,3,anders,820,standard,1,4
Streichholz-Papiertaschentuch,2,1,initial,1095,standard,0,4
Papiertaschentuch-Tee,1,1,initial,231,standard,0,1
Papiertaschentuch-Teller,4,2,anders,662,standard,3,3
Papiertaschentuch-Teller,4,2,anders,838,standard,2,3
Papiertaschentuch-Teller,2,1,anders,682,standard,1,3
Waschmaschine-Papiertaschentuch,6,3,anders,416,standard,8,8
Waschmaschine-Papiertaschentuch,4,2,gleich,146,standard,7,8
Waschmaschine-Papiertaschentuch,5,3,anders,532,standard,6,8
Waschmaschine-Papiertaschentuch,2,1,anders,367,standard,5,8
Waschmaschine-Papiertaschentuch,6,3,anders,868,standard,4,8
Waschmaschine-Papiertaschentuch,4,2,gleich,431,standard,3,8
Waschmaschine-Papiertaschentuch,3,2,anders,153,bonus,2,8
Waschmaschine-Papiertaschentuch,2,1,anders,208,standard,1,8
Papiertaschentuch-Weinflasche,6,3,anders,578,standard,4,5
Papiertaschentuch-Weinflasche,5,3,anders,652,standard,3,5
Papiertaschentuch-Weinflasche,1,1,anders,820,standard,2,5
Papiertaschentuch-Weinflasche,5,3,anders,621,standard,1,5
Papiertaschentuch-Weinflasche,4,2,initial,432,standard,0,5
Bleistift-Plastikverpackung,2,1,anders,1008,standard,3,4
Bleistift-Plastikverpackung,5,3,gleich,663,standard,2,4
Bleistift-Plastikverpackung,4,2,anders,825,bonus,1,4
Bleistift-Plastikverpackung,5,3,initial,682,bonus,0,4
Geschirrtuch-Plastikverpackung,2,1,anders,151,standard,1,2
Geschirrtuch-Plastikverpackung,1,1,initial,172,standard,0,2
Hemd-Plastikverpackung,1,1,anders,146,standard,2,3
Hemd-Plastikverpackung,2,1,anders,881,standard,1,3
Hemd-Plastikverpackung,3,2,initial,1063,standard,0,3
Plastikverpackung-Holzbrett,3,2,initial,151,standard,0,1
Plastikverpackung-Kabel,6,3,initial,1088,standard,0,1
Plastikverpackung-Kaffee,4,2,initial,738,standard,0,1
Plastikverpackung-Klebeband,2,1,gleich,629,standard,4,4
Plastikverpackung-Klebeband,2,1,gleich,643,bonus,3,4
Plastikverpackung-Klebeband,1,1,anders,242,bonus,2,4
Plastikverpackung-Klebeband,2,1,gleich,712,bonus,1,4
Plastikverpackung-Kochloeffel,3,2,anders,1008,standard,4,5
Plastikverpackung-Kochloeffel,3,2,anders,825,bonus,3,5
Plastikverpackung-Kochloeffel,4,2,anders,643,standard,2,5
Plastikverpackung-Kochloeffel,4,2,anders,728,bonus,1,5
Plastikverpackung-Kochloeffel,6,3,initial,1028,standard,0,5
Plastikverpackung-Nadel,3,2,initial,136,standard,0,1
Plastikverpackung-Papier,3,2,gleich,256,bonus,2,3
Plastikverpackung-Papier,1,1,anders,728,standard,1,3
Plastikverpackung-Papier,6,3,initial,698,standard,0,3
Seife-Plastikverpackung,5,3,anders,825,standard,4,5
Seife-Plastikverpackung,4,2,anders,643,standard,3,5
Seife-Plastikverpackung,2,1,anders,102,standard,2,5
Seife-Plastikverpackung,1,1,anders,208,bonus,1,5
Seife-Plastikverpackung,6,3,initial,143,standard,0,5
Streichholz-Plastikverpackung,4,2,anders,465,standard,5,6
Streichholz-Plastikverpackung,2,1,gleich,404,standard,4,6
Streichholz-Plastikverpackung,2,1,anders,448,standard,3,6
Streichholz-Plastikverpackung,3,2,gleich,395,bonus,1,6
Streichholz-Plastikverpackung,3,2,gleich,1063,standard,1,6
Streichholz-Plastikverpackung,3,2,initial,712,standard,0,6
Tisch-Plastikverpackung,3,2,anders,306,standard,4,5
Tisch-Plastikverpackung,5,3,anders,663,standard,3,5
Tisch-Plastikverpackung,1,1,gleich,242,bonus,2,5
Tisch-Plastikverpackung,1,1,gleich,208,bonus,1,5
Tisch-Plastikverpackung,1,1,initial,271,standard,0,5
Schere-Bleistift,4,2,gleich,306,standard,2,3
Schere-Bleistift,1,1,anders,1056,bonus,1,3
Schere-Bleistift,6,3,initial,712,bonus,0,3
Buegeleisen-Schere,2,1,anders,256,bonus,7,8
Buegeleisen-Schere,1,1,anders,306,standard,6,8
Buegeleisen-Schere,6,3,anders,290,standard,5,8
Buegeleisen-Schere,3,2,gleich,367,bonus,4,8
Buegeleisen-Schere,4,2,gleich,629,standard,3,8
Buegeleisen-Schere,2,1,anders,621,standard,2,8
Buegeleisen-Schere,2,1,anders,726,bonus,1,8
Buegeleisen-Schere,6,3,initial,147,standard,0,8
Schere-Faden,1,1,gleich,865,standard,3,4
Schere-Faden,1,1,gleich,290,standard,2,4
Schere-Faden,1,1,anders,825,bonus,1,4
Schere-Faden,2,1,initial,164,standard,0,4
Geschirrtuch-Schere,3,2,anders,367,bonus,1,2
Geschirrtuch-Schere,2,1,initial,621,standard,0,2
Schere-Glas,1,1,gleich,726,bonus,4,5
Schere-Glas,1,1,anders,395,bonus,3,5
Schere-Glas,2,1,gleich,143,bonus,2,5
Schere-Glas,2,1,gleich,952,bonus,1,5
Schere-Glas,2,1,initial,154,standard,0,5
Holzbrett-Schere,5,3,anders,1088,standard,1,2
Holzbrett-Schere,1,1,initial,395,bonus,0,2
Schere-Kaffeemaschine,4,2,anders,1088,standard,1,2
Schere-Kaffeemaschine,6,3,initial,432,standard,0,2
Schere-Kerze,2,1,gleich,416,bonus,6,7
Schere-Kerze,2,1,gleich,256,bonus,5,7
Schere-Kerze,1,1,anders,404,standard,4,7
Schere-Kerze,4,2,anders,367,bonus,3,7
Schere-Kerze,2,1,gleich,726,bonus,2,7
Schere-Kerze,4,2,anders,147,standard,1,7
Schere-Kerze,1,1,initial,191,standard,0,7
Schere-Klebeband,2,1,gleich,1088,standard,2,3
Schere-Klebeband,2,1,anders,643,bonus,1,3
Schere-Klebeband,1,1,initial,712,bonus,0,3
Kochloeffel-Schere,2,1,gleich,682,bonus,2,3
Kochloeffel-Schere,3,2,anders,1028,standard,1,3
Kochloeffel-Schere,1,1,initial,154,standard,0,3
Kochtopf-Schere,2,1,anders,564,standard,1,2
Kochtopf-Schere,3,2,initial,242,bonus,0,2
Schere-Korken,2,1,anders,306,standard,2,3
Schere-Korken,4,2,anders,710,bonus,1,3
Schere-Korken,2,1,initial,629,standard,0,3
Papier-Schere,1,1,gleich,306,standard,11,11
Papier-Schere,1,1,gleich,290,standard,10,11
Papier-Schere,2,1,gleich,801,standard,9,11
Papier-Schere,1,1,gleich,404,standard,8,11
Papier-Schere,1,1,gleich,710,standard,7,11
Papier-Schere,1,1,anders,621,standard,6,11
Papier-Schere,1,1,anders,726,standard,5,11
Papier-Schere,5,3,anders,102,standard,4,11
Papier-Schere,2,1,gleich,938,standard,3,11
Papier-Schere,1,1,gleich,432,standard,2,11
Papier-Schere,2,1,anders,154,standard,1,11
Plastikverpackung-Schere,2,1,gleich,367,standard,6,7
Plastikverpackung-Schere,2,1,gleich,643,bonus,5,7
Plastikverpackung-Schere,2,1,gleich,726,bonus,4,7
Plastikverpackung-Schere,3,2,anders,395,bonus,3,7
Plastikverpackung-Schere,3,2,anders,1028,standard,2,7
Plastikverpackung-Schere,1,1,gleich,154,standard,1,7
Plastikverpackung-Schere,1,1,initial,712,standard,0,7
Schere-Schwamm,6,3,anders,801,standard,2,3
Schere-Schwamm,2,1,anders,367,standard,1,3
Schere-Schwamm,4,2,initial,629,standard,0,3
Schere-Tisch,3,2,anders,662,standard,1,2
Schere-Tisch,1,1,initial,306,standard,0,2
Schwamm-Buegeleisen,5,3,anders,256,standard,1,2
Schwamm-Buegeleisen,4,2,initial,629,standard,0,2
Schwamm-Faden,5,3,anders,845,standard,1,2
Schwamm-Faden,1,1,initial,164,bonus,0,2
Schwamm-Gemuesemesser,2,1,anders,153,standard,2,3
Schwamm-Gemuesemesser,1,1,gleich,395,bonus,1,3
Schwamm-Gemuesemesser,1,1,initial,1056,standard,0,3
Schwamm-Geschirrtuch,6,3,anders,860,standard,7,8
Schwamm-Geschirrtuch,1,1,anders,865,standard,6,8
Schwamm-Geschirrtuch,3,2,gleich,661,standard,5,8
Schwamm-Geschirrtuch,4,2,gleich,663,standard,4,8
Schwamm-Geschirrtuch,5,3,anders,652,standard,3,8
Schwamm-Geschirrtuch,4,2,anders,933,bonus,2,8
Schwamm-Geschirrtuch,3,2,gleich,726,standard,1,8
Schwamm-Geschirrtuch,3,2,initial,242,standard,0,8
Schwamm-Hemd,3,2,anders,256,standard,2,3
Schwamm-Hemd,5,3,gleich,107,bonus,1,3
Schwamm-Hemd,5,3,initial,629,bonus,0,3
Schwamm-Kerze,5,3,anders,749,standard,1,2
Schwamm-Kerze,3,2,initial,933,bonus,0,2
Schwamm-Kopfhoerer,5,3,gleich,865,standard,4,5
Schwamm-Kopfhoerer,4,2,anders,629,standard,3,5
Schwamm-Kopfhoerer,6,3,gleich,938,bonus,2,5
Schwamm-Kopfhoerer,5,3,anders,588,standard,1,5
Schwamm-Kopfhoerer,6,3,initial,682,standard,0,5
Schwamm-Korken,3,2,anders,652,standard,2,3
Schwamm-Korken,6,3,anders,1066,standard,1,3
Schwamm-Korken,5,3,initial,191,standard,0,3
Schwamm-Lampe,4,2,initial,820,bonus,0,1
Schwamm-Plastikverpackung,3,2,anders,416,standard,3,4
Schwamm-Plastikverpackung,2,1,anders,938,bonus,2,4
Schwamm-Plastikverpackung,5,3,gleich,242,bonus,1,4
Schwamm-Plastikverpackung,5,3,initial,143,standard,0,4
Schwamm-Spuelmittel,3,2,gleich,749,standard,12,12
Schwamm-Spuelmittel,3,2,gleich,860,standard,11,12
Schwamm-Spuelmittel,5,3,anders,782,standard,10,12
Schwamm-Spuelmittel,2,1,gleich,865,standard,9,12
Schwamm-Spuelmittel,2,1,gleich,306,standard,8,12
Schwamm-Spuelmittel,4,2,anders,663,standard,7,12
Schwamm-Spuelmittel,5,3,anders,652,standard,6,12
Schwamm-Spuelmittel,5,3,anders,230,standard,5,12
Schwamm-Spuelmittel,5,3,anders,1022,standard,4,12
Schwamm-Spuelmittel,1,1,gleich,682,standard,3,12
Schwamm-Spuelmittel,1,1,gleich,1028,standard,2,12
Schwamm-Spuelmittel,1,1,gleich,164,bonus,1,12
Tee-Schwamm,2,1,gleich,629,bonus,4,5
Tee-Schwamm,2,1,anders,933,bonus,3,5
Tee-Schwamm,3,2,gleich,643,standard,2,5
Tee-Schwamm,4,2,anders,938,standard,1,5
Tee-Schwamm,2,1,initial,682,standard,0,5
Schwamm-Waescheklammer,6,3,anders,860,standard,3,4
Schwamm-Waescheklammer,5,3,anders,256,standard,2,4
Schwamm-Waescheklammer,4,2,gleich,643,standard,1,4
Schwamm-Waescheklammer,4,2,initial,682,standard,0,4
Schwamm-Waschmaschine,2,1,anders,416,standard,5,5
Schwamm-Waschmaschine,4,2,gleich,256,standard,4,5
Schwamm-Waschmaschine,2,1,anders,367,standard,3,5
Schwamm-Waschmaschine,3,2,anders,705,standard,2,5
Schwamm-Waschmaschine,4,2,gleich,202,standard,1,5
Bleistift-Seife,2,1,anders,261,bonus,1,2
Bleistift-Seife,3,2,initial,825,standard,0,2
Seife-Geschirrtuch,2,1,gleich,672,bonus,9,10
Seife-Geschirrtuch,1,1,anders,738,standard,8,10
Seife-Geschirrtuch,1,1,anders,629,bonus,7,10
Seife-Geschirrtuch,2,1,anders,652,standard,6,10
Seife-Geschirrtuch,5,3,anders,825,standard,5,10
Seife-Geschirrtuch,1,1,anders,621,standard,4,10
Seife-Geschirrtuch,1,1,anders,728,standard,3,10
Seife-Geschirrtuch,6,3,anders,1028,standard,2,10
Seife-Geschirrtuch,6,3,anders,143,standard,1,10
Seife-Geschirrtuch,3,2,initial,164,standard,0,10
Glas-Seife,4,2,anders,697,bonus,5,6
Glas-Seife,1,1,anders,782,standard,4,6
Glas-Seife,3,2,gleich,801,bonus,3,6
Glas-Seife,1,1,anders,383,standard,2,6
Glas-Seife,2,1,anders,518,standard,1,6
Glas-Seife,6,3,initial,1066,standard,0,6
Seife-Kaffeemaschine,3,2,gleich,353,bonus,2,3
Seife-Kaffeemaschine,1,1,anders,153,bonus,1,3
Seife-Kaffeemaschine,5,3,initial,191,standard,0,3
Seife-Kerze,1,1,initial,881,standard,0,1
Seife-Kopfhoerer,1,1,anders,672,standard,1,2
Seife-Kopfhoerer,5,3,initial,191,bonus,0,2
Seife-Kugelschreiber,1,1,anders,672,standard,4,5
Seife-Kugelschreiber,4,2,anders,102,standard,3,5
Seife-Kugelschreiber,3,2,anders,728,standard,2,5
Seife-Kugelschreiber,3,2,anders,153,bonus,1,5
Seife-Kugelschreiber,1,1,initial,147,bonus,0,5
Seife-Nadel,4,2,initial,290,bonus,0,1
Seife-Papier,6,3,initial,710,standard,0,1
Schere-Seife,2,1,anders,672,standard,2,3
Schere-Seife,3,2,gleich,290,bonus,1,3
Schere-Seife,3,2,initial,518,standard,0,3
Seife-Schwamm,5,3,anders,845,standard,7,7
Seife-Schwamm,1,1,gleich,261,standard,6,7
Seife-Schwamm,3,2,anders,383,standard,5,7
Seife-Schwamm,3,2,anders,202,standard,4,7
Seife-Schwamm,1,1,gleich,1028,standard,3,7
Seife-Schwamm,1,1,gleich,143,standard,2,7
Seife-Schwamm,1,1,gleich,164,bonus,1,7
Seife-Streichholz,4,2,initial,801,bonus,0,1
Teller-Seife,1,1,gleich,738,standard,5,6
Teller-Seife,2,1,gleich,838,standard,4,6
Teller-Seife,1,1,anders,728,standard,3,6
Teller-Seife,3,2,anders,682,bonus,2,6
Teller-Seife,1,1,anders,825,standard,1,6
Teller-Seife,2,1,initial,712,standard,0,6
Tisch-Seife,3,2,anders,738,standard,1,2
Tisch-Seife,1,1,initial,208,bonus,0,2
Seife-Toilettenpapier,4,2,anders,256,standard,6,7
Seife-Toilettenpapier,5,3,anders,306,bonus,5,7
Seife-Toilettenpapier,4,2,anders,383,bonus,4,7
Seife-Toilettenpapier,2,1,gleich,102,standard,3,7
Seife-Toilettenpapier,1,1,gleich,728,standard,2,7
Seife-Toilettenpapier,1,1,anders,1028,standard,1,7
Seife-Toilettenpapier,2,1,initial,952,standard,0,7
Gemuesemesser-Spuelmittel,4,2,gleich,697,standard,3,3
Gemuesemesser-Spuelmittel,5,3,anders,643,standard,2,3
Gemuesemesser-Spuelmittel,6,3,anders,164,bonus,1,3
Spuelmittel-Geschirrtuch,2,1,gleich,1008,standard,9,10
Spuelmittel-Geschirrtuch,3,2,gleich,860,standard,8,10
Spuelmittel-Geschirrtuch,1,1,anders,564,standard,7,10
Spuelmittel-Geschirrtuch,1,1,anders,256,standard,6,10
Spuelmittel-Geschirrtuch,4,2,anders,801,bonus,5,10
Spuelmittel-Geschirrtuch,5,3,anders,663,standard,4,10
Spuelmittel-Geschirrtuch,5,3,anders,652,standard,3,10
Spuelmittel-Geschirrtuch,2,1,anders,621,standard,2,10
Spuelmittel-Geschirrtuch,1,1,gleich,838,standard,1,10
Spuelmittel-Geschirrtuch,1,1,initial,825,standard,0,10
Hemd-Spuelmittel,1,1,gleich,652,bonus,1,2
Hemd-Spuelmittel,1,1,initial,838,standard,0,2
Spuelmittel-Holzbrett,6,3,anders,697,standard,1,2
Spuelmittel-Holzbrett,1,1,initial,564,standard,0,2
Spuelmittel-Kaffee,1,1,anders,256,standard,2,3
Spuelmittel-Kaffee,4,2,anders,801,bonus,1,3
Spuelmittel-Kaffee,3,2,initial,216,standard,0,3
Spuelmittel-Kerze,5,3,anders,801,standard,1,2
Spuelmittel-Kerze,6,3,initial,621,standard,0,2
Spuelmittel-Kochloeffel,6,3,anders,865,standard,6,7
Spuelmittel-Kochloeffel,2,1,anders,367,bonus,5,7
Spuelmittel-Kochloeffel,4,2,anders,710,standard,4,7
Spuelmittel-Kochloeffel,2,1,anders,629,standard,3,7
Spuelmittel-Kochloeffel,1,1,anders,230,standard,2,7
Spuelmittel-Kochloeffel,3,2,anders,208,standard,1,7
Spuelmittel-Kochloeffel,5,3,initial,395,standard,0,7
Spuelmittel-Kochtopf,3,2,gleich,146,bonus,6,7
Spuelmittel-Kochtopf,1,1,anders,710,standard,5,7
Spuelmittel-Kochtopf,5,3,anders,663,standard,4,7
Spuelmittel-Kochtopf,3,2,gleich,652,standard,3,7
Spuelmittel-Kochtopf,2,1,gleich,147,standard,2,7
Spuelmittel-Kochtopf,2,1,anders,682,bonus,1,7
Spuelmittel-Kochtopf,3,2,initial,395,standard,0,7
Spuelmittel-Kopfhoerer,3,2,gleich,697,standard,6,7
Spuelmittel-Kopfhoerer,5,3,anders,367,bonus,5,7
Spuelmittel-Kopfhoerer,3,2,gleich,652,bonus,4,7
Spuelmittel-Kopfhoerer,3,2,anders,560,standard,3,7
Spuelmittel-Kopfhoerer,3,2,anders,147,standard,2,7
Spuelmittel-Kopfhoerer,6,3,anders,1056,bonus,1,7
Spuelmittel-Kopfhoerer,3,2,initial,164,standard,0,7
Spuelmittel-Kugelschreiber,4,2,anders,801,bonus,2,3
Spuelmittel-Kugelschreiber,4,2,anders,261,standard,1,3
Spuelmittel-Kugelschreiber,2,1,initial,560,standard,0,3
Spuelmittel-Papier,6,3,anders,621,standard,1,2
Spuelmittel-Papier,1,1,initial,728,standard,0,2
Plastikverpackung-Spuelmittel,5,3,anders,465,standard,3,4
Plastikverpackung-Spuelmittel,2,1,anders,621,standard,2,4
Plastikverpackung-Spuelmittel,4,2,anders,102,standard,1,4
Plastikverpackung-Spuelmittel,5,3,initial,728,standard,0,4
Seife-Spuelmittel,4,2,anders,564,standard,5,6
Seife-Spuelmittel,1,1,anders,782,standard,4,6
Seife-Spuelmittel,2,1,gleich,621,standard,3,6
Seife-Spuelmittel,4,2,anders,102,standard,2,6
Seife-Spuelmittel,1,1,gleich,682,bonus,1,6
Seife-Spuelmittel,1,1,initial,825,standard,0,6
Spuelmittel-Streichholz,4,2,gleich,465,standard,5,6
Spuelmittel-Streichholz,3,2,anders,147,standard,4,6
Spuelmittel-Streichholz,2,1,anders,652,bonus,3,6
Spuelmittel-Streichholz,6,3,gleich,102,standard,2,6
Spuelmittel-Streichholz,6,3,gleich,164,bonus,1,6
Spuelmittel-Streichholz,6,3,initial,712,standard,0,6
Spuelmittel-Tasse,1,1,anders,704,bonus,4,5
Spuelmittel-Tasse,3,2,anders,256,standard,3,5
Spuelmittel-Tasse,3,2,anders,738,standard,2,5
Spuelmittel-Tasse,1,1,anders,367,bonus,1,5
Spuelmittel-Tasse,2,1,initial,383,bonus,0,5
Spuelmittel-Tee,3,2,anders,801,bonus,1,2
Spuelmittel-Tee,1,1,initial,738,standard,0,2
Spuelmittel-Waschmaschine,5,3,anders,578,standard,12,13
Spuelmittel-Waschmaschine,2,1,anders,404,standard,11,13
Spuelmittel-Waschmaschine,4,2,gleich,738,standard,10,13
Spuelmittel-Waschmaschine,6,3,anders,825,bonus,9,13
Spuelmittel-Waschmaschine,5,3,anders,643,standard,8,13
Spuelmittel-Waschmaschine,1,1,anders,621,standard,7,13
Spuelmittel-Waschmaschine,2,1,anders,726,standard,6,13
Spuelmittel-Waschmaschine,4,2,gleich,102,standard,5,13
Spuelmittel-Waschmaschine,2,1,anders,151,standard,4,13
Spuelmittel-Waschmaschine,2,1,anders,147,bonus,3,13
Spuelmittel-Waschmaschine,4,2,anders,682,bonus,2,13
Spuelmittel-Waschmaschine,6,3,gleich,395,standard,1,13
Spuelmittel-Waschmaschine,6,3,initial,154,standard,0,13
Faden-Streichholz,4,2,gleich,697,standard,2,3
Faden-Streichholz,4,2,anders,672,standard,1,3
Faden-Streichholz,5,3,initial,803,standard,0,3
Streichholz-Gemuesemesser,4,2,gleich,710,bonus,2,3
Streichholz-Gemuesemesser,5,3,anders,663,standard,1,3
Streichholz-Gemuesemesser,3,2,initial,643,bonus,0,3
Streichholz-Hemd,1,1,anders,652,bonus,2,3
Streichholz-Hemd,4,2,anders,719,standard,1,3
Streichholz-Hemd,1,1,initial,1095,standard,0,3
Holzbrett-Streichholz,3,2,anders,662,standard,4,5
Holzbrett-Streichholz,6,3,anders,932,standard,3,5
Holzbrett-Streichholz,6,3,anders,820,standard,2,5
Holzbrett-Streichholz,1,1,anders,395,bonus,1,5
Holzbrett-Streichholz,3,2,initial,952,standard,0,5
Streichholz-Kaffee,4,2,anders,629,bonus,2,3
Streichholz-Kaffee,2,1,gleich,191,bonus,1,3
Streichholz-Kaffee,2,1,initial,592,standard,0,3
Streichholz-Kaffeemaschine,1,1,anders,290,standard,1,2
Streichholz-Kaffeemaschine,5,3,initial,1028,standard,0,2
Kerze-Streichholz,5,3,anders,697,standard,11,12
Kerze-Streichholz,2,1,anders,416,bonus,10,12
Kerze-Streichholz,6,3,anders,704,standard,9,12
Kerze-Streichholz,3,2,gleich,383,bonus,8,12
Kerze-Streichholz,1,1,anders,621,standard,7,12
Kerze-Streichholz,2,1,anders,306,standard,6,12
Kerze-Streichholz,3,2,gleich,216,standard,5,12
Kerze-Streichholz,5,3,anders,930,standard,4,12
Kerze-Streichholz,6,3,anders,291,standard,3,12
Kerze-Streichholz,1,1,anders,952,standard,2,12
Kerze-Streichholz,3,2,anders,154,standard,1,12
Kerze-Streichholz,1,1,initial,712,standard,0,12
Kochtopf-Streichholz,2,1,gleich,801,bonus,1,2
Kochtopf-Streichholz,2,1,initial,216,standard,0,2
Streichholz-Kopfhoerer,2,1,anders,803,standard,2,3
Streichholz-Kopfhoerer,3,2,anders,652,bonus,1,3
Streichholz-Kopfhoerer,4,2,initial,938,standard,0,3
Kugelschreiber-Streichholz,3,2,anders,672,standard,1,2
Kugelschreiber-Streichholz,4,2,initial,191,standard,0,2
Streichholz-Nadel,1,1,initial,672,standard,0,1
Schere-Streichholz,2,1,anders,416,bonus,6,6
Schere-Streichholz,5,3,gleich,801,standard,5,6
Schere-Streichholz,4,2,gleich,710,bonus,4,6
Schere-Streichholz,3,2,anders,395,bonus,3,6
Schere-Streichholz,3,2,anders,154,standard,2,6
Schere-Streichholz,5,3,anders,712,bonus,1,6
Schwamm-Streichholz,5,3,anders,306,standard,1,2
Schwamm-Streichholz,3,2,initial,107,standard,0,2
Streichholz-Tee,4,2,anders,102,standard,1,2
Streichholz-Tee,1,1,initial,164,bonus,0,2
Streichholz-Topfdeckel,4,2,initial,416,bonus,0,1
Streichholz-Waescheklammer,1,1,anders,643,standard,2,3
Streichholz-Waescheklammer,1,1,anders,820,standard,1,3
Streichholz-Waescheklammer,5,3,initial,383,standard,0,3
Waschmaschine-Streichholz,3,2,anders,147,standard,3,4
Waschmaschine-Streichholz,2,1,anders,102,standard,2,4
Waschmaschine-Streichholz,6,3,gleich,432,bonus,1,4
Waschmaschine-Streichholz,6,3,initial,208,bonus,0,4
Streichholz-Weinflasche,1,1,anders,820,standard,4,5
Streichholz-Weinflasche,3,2,gleich,629,standard,3,5
